"Replicate.Name","Area.Value","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.name","Adduct.type","MS.MS.assigned","Reference.RT","Reference.m.z","Comment","S.N.average","Spectrum.reference.file.name"
"180920_Smp_MS10C2175m_A",3098956,810.127,5.486,2353.271,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS10C2175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_B",1388,808.119,5.479,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_B",2857986,810.127,5.486,1559.497,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS10C2175m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_C",519,808.119,5.519,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_C",939754,810.127,5.519,887.707,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS10C2175m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS10C2175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_A",11357,808.119,5.49,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_A",3087886,810.127,5.483,2329.031,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2DCM_A",596,822.136,7.216,0.7888113,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_B",8327,808.119,5.488,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_B",1788804,810.128,5.495,695.7041,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_C",22059,808.12,5.486,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_C",2927902,810.127,5.486,2586.719,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2DCM_C",727,822.136,7.339,1.000567,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_A",32058,808.119,5.486,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_A",3846279,810.127,5.486,2212.767,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C215m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_B",5277,808.119,5.517,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_B",904042,810.127,5.517,1253.587,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C215m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_C",16985,808.119,5.488,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_C",3332846,810.127,5.488,1745.809,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C215m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C215m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_A",1622,808.119,5.477,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_A",2998700,810.127,5.484,1962.381,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_B",0,808.119,5.483,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_B",2275151,810.128,5.488,1103.899,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2175m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_C",545,808.119,5.543,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_C",1707130,810.127,5.487,1654.266,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS11C2175m_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS11C2175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_A",2298,808.119,5.52,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_A",590590,810.127,5.52,815.5146,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1DCM_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_B",25816,808.12,5.486,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_B",3638301,810.127,5.486,1740.95,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_C",21110,808.12,5.48,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_C",3193336,810.127,5.48,2202.139,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1DCM_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_A",19190,808.121,5.482,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_A",2882904,810.127,5.482,1321.202,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C115m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_B",33807,808.121,5.489,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_B",4097452,810.127,5.489,2776.806,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C115m_B",2049,822.136,7.226,1.488657,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_C",30872,808.12,5.48,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_C",3615059,810.127,5.487,1985.178,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C115m_C",1231,822.136,7.176,0.8420396,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C115m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_A",674,808.119,5.815,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_A",1574058,810.127,5.488,640.8269,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_B",590,808.119,5.439,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_B",2996696,810.127,5.487,1795.961,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1175m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_C",1097,808.119,5.481,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_C",3797388,810.127,5.481,2263.425,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS12C1175m_C",747,822.136,7.211,1.004362,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS12C1175m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_A",18398,808.119,5.489,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_A",3556441,810.127,5.482,2226.45,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C2DCM_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_B",14813,808.119,5.488,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_B",3777043,810.127,5.488,2688.317,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C2DCM_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_C",14458,808.119,5.485,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_C",3582289,810.127,5.485,2249,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C2DCM_C",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2DCM_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_A",18434,808.12,5.491,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_A",3243282,810.127,5.484,2250.205,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C315m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_B",9776,808.119,5.493,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_B",1900887,810.127,5.493,812.3403,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C315m_B",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_B",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_B",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_C",24431,808.12,5.481,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_C",3612587,810.127,5.489,2710.745,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C315m_C",1321,822.136,7.227,0.9905384,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_C",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C315m_C",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2175m_A",0,808.119,5.483,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2175m_A",507579,810.127,5.523,709.411,"3799","Acetyl CoA, 13C2","[M-H]-","TRUE","5.5","810.12518","Good","1570.76","180920_Poo_Day1Poo_DDAneg20"
"180920_Smp_MS13C2175m_A",0,822.136,0,0,"3833","Propionyl CoA","[M-H]-","FALSE","9.03","822.13361","Good, not in samples","2857.73","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2175m_A",0,852.11,0,0,"3885","Malonyl CoA","[M-H]-","FALSE","1.27","852.10779","Good, not in samples","5438.51","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2175m_A",0,866.126,0,0,"3903","Methyl Malonyl CoA","[M-H]-","FALSE","5.37","866.12341","Good, not in samples","554.89","180920_Std_4uMStdMix4InH2O_2"
"180920_Smp_MS13C2175m_B",3265,808.119,5.489,NA,"3793","Acetyl CoA","[M-H]-","TRUE","5.5","808.1193","Good","4802.96","180920_Std_4uMStdMix4InH2O_2"
